7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
6,5,1,7,2,4
7,1,2,3,4,5
1,4,3,5,2,7
3,6,5,7,1,2
5,6,2,3,1,7
4,2,5,6,1,7
2,3,4,5,1,7
6,7,4,2,3,1
7,6,4,2,3,1
3,5,4,7,1,2
